trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
273,False,"{'a': 0.5, 'e': 0.18877341060807531}",30,0,-8.888091425838143,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.1878562978782809}",25,12,11.613111403361076,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.18694261396804635}",25,1,-27.88715748090328,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.18603235603832202}",30,18,22.03526087699111,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.1851255211484372}",20,16,6.8203201267731,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.18422210625703123}",25,15,2.5709152356390876,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.18332210822298556}",30,16,-6.694223008996241,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.18242552380635635}",20,2,-22.479830490966062,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.18153234966930748}",25,17,13.374617797724618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.18064258237704411}",35,16,31.97452864859749,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.17975621839874636}",20,13,-27.588839311227176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
284,False,"{'a': 0.5, 'e': 0.17887325410850324}",25,13,-53.29921777986486,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.17799368578624647}",30,22,-70.27112352493894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
286,False,"{'a': 0.5, 'e': 0.1771175096186845}",30,12,-37.06165986687516,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.1762447217002358}",25,17,3.607847327435386,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.17537531803396256}",20,0,-23.323594908052236,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.5, 'e': 0.17450929453250322}",20,12,17.759828653087883,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.17364664701900503}",20,0,31.848568245930515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.17278737122805554}",30,21,13.86713094081879,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.17193146280661376}",25,10,5.883923645263975,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.17107891731494002}",20,8,3.0004924141283045,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.1702297302275252}",25,6,-20.356896209086912,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
295,False,"{'a': 0.5, 'e': 0.1693838969340187}",25,16,14.99302237954514,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.1685414127401554}",30,8,-60.36477818102399,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
297,False,"{'a': 0.5, 'e': 0.1677022728686811}",25,0,25.722542308330425,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.16686647246027697}",20,6,22.359795982773917,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.16603400657448206}",20,16,8.878703496232472,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.5, 'e': 0.1652048701906146}",25,16,1.302550750053427,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.16437905820869167}",35,18,-13.211192209691047,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.1635565654503468}",35,17,-43.106631807242564,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
303,False,"{'a': 0.5, 'e': 0.16273738665974602}",25,17,15.160524411285744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.16192151650450182}",25,0,-37.8145403817976,"{0: 20, 1: 0, 2: 3, 3: 2, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.16110894957658523}",25,18,13.396919769455494,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.16029968039323553}",30,8,26.747501012866948,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.15949370339786825}",20,11,-4.656976119199699,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.15869101296098023}",25,14,0.2738741232970785,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.15789160338105288}",25,0,8.083865217992784,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.15709546888545273}",20,4,13.22185270324408,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.1563026036313296}",30,5,44.812050973343524,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.15551300170651194}",25,0,-24.506589377846637,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.1547266571303997}",30,18,13.160220377508901,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.15394356385485436}",20,10,-27.634747470203777,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.15316371576508617}",25,8,-11.18183294116401,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.15238710668053845}",20,0,19.25308330535589,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.5, 'e': 0.15161373035576886}",20,5,-6.255347179086778,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.15084358048132776}",25,10,1.945973899976669,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.1500766506846334}",20,15,-3.1279708815429847,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.14931293453084377}",25,0,31.794991875668273,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.14855242552372544}",25,11,16.433580651274298,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.147795117106519}",20,9,18.738980867283104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.14704100266280107}",25,7,35.2765377446288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.14629007551734285}",20,0,29.703311954209,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.14554232893696525}",20,0,14.339652709012885,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.14479775613139054}",30,15,20.667550518931982,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.14405635025409}",25,12,-17.800625456574323,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
328,False,"{'a': 0.5, 'e': 0.14331810440312848}",30,13,-8.39494362070818,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.14258301162200462}",25,17,-5.99184366071141,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.14185106490048777}",20,3,-5.9224152881546015,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.14112225717545082}",25,11,-16.961169301231678,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.14039658133169908}",25,3,31.513380508791197,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.13967403020279542}",30,12,-8.111686150056208,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.1389545965718814}",20,0,25.128171786171475,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.13823827317249404}",20,9,17.24090892246047,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.137525052689379}",25,18,12.271242129093668,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.1368149277592992}",20,16,6.511231277707006,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.1361078909718396}",20,9,19.321213284282386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.13540393487020733}",30,2,-1.328875677481696,"{0: 24, 1: 3, 2: 0, 3: 1, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.13470305195202809}",20,3,25.63361467874242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.13400523467013786}",25,13,-20.763403456696732,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.13331047543337043}",20,1,-43.127867400901266,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
343,False,"{'a': 0.5, 'e': 0.1326187666073404}",20,12,17.166323933745456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.13193010051522203}",20,11,12.198393596657505,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.1312444694385233}",20,10,5.7588403663931595,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.13056186561785593}",30,18,-47.53223476580442,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
347,False,"{'a': 0.5, 'e': 0.12988228125370024}",30,19,7.665958600282792,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.12920570850716614}",20,9,18.86893986632006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.12853213950074902}",30,16,13.374434982095103,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.12786156631908133}",30,15,16.330507870859062,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.12719398100967932}",20,0,22.543802843546388,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.12652937558368527}",25,13,22.601805843951393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.12586774201660483}",20,12,15.128621177493455,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.1252090722490399}",20,10,2.2151415850787197,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.12455335818741645}",20,8,17.77550631858954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.1239005917047077}",25,13,21.5003461403713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.12325076464115273}",20,9,-32.717996531050815,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.12260386880496975}",20,13,10.845277038170337,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.12195989597306507}",20,16,6.1751918936757075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.12131883789173686}",30,9,11.242283200378571,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.12068068627737413}",30,8,-7.558291868464966,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.12004543281715079}",25,14,20.520907598168495,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.11941306916971503}",25,17,16.372922618269495,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.11878358696587324}",20,12,12.693680474983804,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.11815697780926952}",20,6,15.428833050296237,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.11753323327706003}",20,10,16.69970846141121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.11691234492058214}",20,14,14.045352663651943,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.1162943042660191}",25,1,39.55052142056617,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.11567910281505907}",20,11,18.488055016368875,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.1150667320455498}",25,20,9.110048514204978,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.11445718341214774}",20,10,17.393701844311636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.11385044834696255}",30,21,16.3069925127411,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.11324651826019622}",25,10,30.486037646961776,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.1126453845407773}",25,15,17.72156956797156,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.11204703855699032}",20,2,3.866292473967188,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.11145147165709962}",25,9,-8.491567588144672,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.11085867516996874}",20,8,20.404218127085567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.11026864040567402}",25,16,-3.992643802614045,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.10968135865611402}",20,7,6.405066673753809,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.10909682119561293}",35,22,22.044048377501582,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.10851501928151981}",20,12,13.920455180876202,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.10793594415480193}",25,6,33.65125445200066,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.10735958704063374}",25,20,10.281448851487365,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.1067859391489802}",25,11,24.351454362096966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.10621499167517556}",25,10,8.463985196570874,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.1056467358004965}",20,1,34.88114539102178,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.10508116269273077}",20,11,19.190164781661977,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.10451826350674036}",25,17,6.953664569503711,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.1039580293850199}",25,8,23.088175666947084,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.10340045145824957}",20,8,20.948883492278988,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.10284552084584367}",20,0,3.53390654309195,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
392,False,"{'a': 0.5, 'e': 0.10229322865649329}",25,13,21.671054150689805,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.5, 'e': 0.10174356598870479}",20,14,10.660201120981267,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.10119652393133245}",20,12,-26.029546810101703,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
395,False,"{'a': 0.5, 'e': 0.10065209356410687}",20,14,13.56051023416292,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.10011026595815758}",25,18,13.539364289380538,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.09957103217653143}",20,9,18.607869085857743,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.0990343832747052}",20,1,30.758846831197566,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.09850031030109402}",30,6,33.23618330590104,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.09796880429755393}",20,12,12.556155962193678,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.09743985629988042}",30,17,22.651199149419725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.09691345733830121}",20,0,-27.626750087916854,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
403,False,"{'a': 0.5, 'e': 0.09638959843796463}",20,7,-1.3948866161724318,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.09586827061942266}",35,27,16.633031774939393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.09534946489910949}",30,4,17.528509633648845,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.09483317228981472}",20,0,-19.608669878370314,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.09431938380115208}",25,14,16.334585319939794,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.09380809044002289}",20,0,20.523956043472552,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
409,False,"{'a': 0.5, 'e': 0.09329928321107511}",30,13,27.922684251293333,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.09279295311715698}",20,9,9.576323018422546,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
411,False,"{'a': 0.5, 'e': 0.09228909115976648}",30,13,21.29618345711452,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.09178768833949527}",20,0,10.973809028609116,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.09128873565646861}",20,14,12.220794720401972,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.09079222411077965}",20,6,20.195999229123743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.09029814470291984}",20,7,25.943294125389667,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.08980648843420376}",25,11,18.460631670479792,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.08931724630718983}",20,3,27.76057684514268,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.08883040932609615}",25,17,15.783074851610278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.08834596849721134}",20,7,25.068950648752676,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.08786391482930125}",20,15,9.998256458872797,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.08738423933401052}",20,11,16.37390833947322,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.0869069330262599}",20,15,-13.244399581853985,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.08643198692463856}",25,7,24.926878867808032,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.08595939205179226}",35,20,30.091869104866642,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.08548913943480654}",30,18,-63.35645813419974,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
426,False,"{'a': 0.5, 'e': 0.08502122010558567}",20,0,18.28976508597598,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.08455562510122677}",20,0,33.88861397339408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.5, 'e': 0.08409234546438983}",25,7,-7.517042245193276,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
429,False,"{'a': 0.5, 'e': 0.08363137224366274}",25,2,10.679002115755871,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.08317269649392238}",20,2,27.430142087192017,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.08271630927669076}",20,10,14.039437981991442,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.08226220166048724}",30,3,11.079752801675316,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.08181036472117592}",25,4,23.447855061457968,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.08136078954230895}",20,8,12.29423540255758,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.08091346721546534}",20,13,-1.6204983051288555,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.08046838884058553}",20,3,7.710780988305564,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.08002554552630155}",25,0,36.9885058310787,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.07958492839026308}",25,2,36.61522139589369,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.07914652855945906}",20,10,3.439287888178537,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.07871033717053523}",20,0,18.25893499555416,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.07827634537010726}",25,8,18.908418933086494,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.07784454431507004}",20,4,27.31215359387147,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.07741492517290238}",20,5,-19.45850498806574,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.5, 'e': 0.07698747912196803}",20,7,19.820781373184612,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.07656219735181215}",30,13,17.527709045993426,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.07613907106345413}",20,0,25.801592924344153,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
447,False,"{'a': 0.5, 'e': 0.07571809146967594}",20,14,9.016741559123307,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.07529924979530686}",25,14,21.239837185116336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.07488253727750381}",25,6,35.4426581050755,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.07446794516602807}",25,4,15.443561511710909,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
451,False,"{'a': 0.5, 'e': 0.07405546472351765}",25,19,10.079039879626041,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.07364508722575624}",20,4,16.557416766289244,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.07323680396193769}",25,13,22.61116100682704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.07283060623492708}",30,18,15.301350830942967,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.07242648536151769}",35,27,17.198386112564272,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.07202443267268428}",20,3,26.052960955230503,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.0716244395138324}",30,23,16.612379815785484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
